,,Hokuriku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokuriku
2023/01/13,06:00,0,3341,579,0,108,0,34,0,50,0,-251,0,0,3860,20.51
2023/01/13,07:00,0,3415,601,0,107,33,39,0,50,0,-362,0,0,3882,21.6
2023/01/13,08:00,0,3341,554,0,108,216,41,0,50,0,-262,0,0,4047,22.73
2023/01/13,09:00,0,3180,560,0,107,403,29,0,3,0,-217,0,0,4065,25.6
2023/01/13,10:00,0,3133,670,0,107,435,20,0,0,0,-390,0,0,3975,21.8
2023/01/13,11:00,0,2989,593,0,107,451,29,0,0,0,-253,0,0,3916,19.36
2023/01/13,12:00,0,2986,511,0,108,385,44,0,0,0,-368,0,0,3665,13.01
2023/01/13,13:00,0,3077,507,0,107,267,45,0,0,0,-232,0,0,3772,19.69
2023/01/13,14:00,0,3249,501,0,107,116,43,0,0,0,-232,0,0,3783,20.78
2023/01/13,15:00,0,3488,478,0,107,34,43,0,0,0,-389,0,0,3761,21.47
2023/01/13,16:00,0,3509,536,0,107,3,55,0,1,0,-414,0,0,3798,21.44
2023/01/13,17:00,0,3405,813,0,107,0,61,0,50,0,-670,0,0,3767,21.3
2023/01/13,18:00,0,3381,845,0,108,0,66,0,50,0,-736,0,0,3714,21.3
2023/01/13,19:00,0,3376,665,0,107,0,65,0,50,0,-694,0,0,3569,21.4
2023/01/13,20:00,0,3288,470,0,108,0,72,0,1,0,-515,0,0,3424,21.43
2023/01/13,21:00,0,3180,450,0,107,0,77,0,0,0,-520,0,0,3294,21.46
2023/01/13,22:00,0,2896,492,0,107,0,78,0,0,0,-334,0,0,3239,20.68
2023/01/13,23:00,0,2678,510,0,107,0,85,0,0,0,-228,0,0,3152,18.85
2023/01/14,00:00,0,2493,521,0,107,0,79,0,0,0,-165,0,0,3035,17.67
2023/01/14,01:00,0,2501,534,0,108,0,106,0,0,0,-172,0,0,3077,17.66
2023/01/14,02:00,0,2649,640,0,107,0,107,0,0,0,-234,0,0,3269,17.8
2023/01/14,03:00,0,2707,675,0,108,0,88,0,0,0,-165,0,0,3412,17.79
2023/01/14,04:00,0,2704,652,0,107,0,88,0,0,0,-176,0,0,3375,17.63
2023/01/14,05:00,0,2627,603,0,107,0,92,0,0,0,-233,0,0,3197,17.51
2023/01/14,06:00,0,2424,588,0,107,0,79,0,0,0,-238,0,0,2961,17.59
2023/01/14,07:00,0,2460,596,0,106,6,79,0,0,0,-334,0,0,2914,17.69
2023/01/14,08:00,0,2599,641,0,107,30,72,0,1,0,-395,0,0,3056,19.25
2023/01/14,09:00,0,2699,696,0,108,61,57,0,50,0,-506,0,0,3165,20.15
2023/01/14,10:00,0,2836,698,0,111,73,43,0,50,0,-650,0,0,3161,20.2
2023/01/14,11:00,0,2707,669,0,112,94,36,0,50,0,-548,0,0,3121,20.33
2023/01/14,12:00,0,2509,722,0,112,90,38,0,17,0,-435,0,0,3052,18.69
2023/01/14,13:00,0,2577,664,0,112,58,27,0,0,0,-366,0,0,3072,18.56
2023/01/14,14:00,0,2548,676,0,112,44,27,0,0,0,-354,0,0,3053,18.94
2023/01/14,15:00,0,2542,706,0,112,24,32,0,0,0,-378,0,0,3038,19.18
2023/01/14,16:00,0,2838,792,0,112,5,44,0,0,0,-710,0,0,3080,19.46
2023/01/14,17:00,0,2858,899,0,113,1,55,0,0,0,-775,0,0,3150,18.61
2023/01/14,18:00,0,2877,914,0,113,0,77,0,0,0,-840,0,0,3141,18.41
2023/01/14,19:00,0,2820,835,0,112,0,68,0,0,0,-761,0,0,3075,18.48
2023/01/14,20:00,0,2660,811,0,112,1,66,0,0,0,-653,0,0,2997,18.1
2023/01/14,21:00,0,2540,804,0,112,0,47,0,0,0,-631,0,0,2873,18.19
2023/01/14,22:00,0,2602,789,0,112,0,36,0,0,0,-728,0,0,2811,18.21
2023/01/14,23:00,0,2274,795,0,112,0,37,0,0,0,-455,0,0,2762,14.64
2023/01/15,00:00,0,2287,830,0,113,0,44,0,0,0,-594,0,0,2679,17.44
2023/01/15,01:00,0,2508,818,0,112,0,30,0,0,0,-696,0,0,2772,17.25
2023/01/15,02:00,0,2585,869,0,113,0,34,0,0,0,-572,0,0,3028,17.43
2023/01/15,03:00,0,2540,969,0,113,0,31,0,0,0,-445,0,0,3207,17.55
2023/01/15,04:00,0,2440,987,0,112,0,36,0,0,0,-343,0,0,3233,17.53
2023/01/15,05:00,0,2324,902,0,112,0,32,0,0,0,-302,0,0,3068,15.08
2023/01/15,06:00,0,2300,789,0,112,0,24,0,0,0,-395,0,0,2830,15.25
2023/01/15,07:00,0,2305,776,0,113,6,21,0,0,0,-478,0,0,2742,17.04
2023/01/15,08:00,0,2389,778,0,112,20,20,0,0,0,-468,0,0,2852,17.48
2023/01/15,09:00,0,2372,838,0,112,49,14,0,0,0,-417,0,0,2968,15.04
2023/01/15,10:00,0,2395,916,0,112,115,5,-118,0,0,-465,0,0,2960,9.51
2023/01/15,11:00,0,2428,845,0,112,139,4,-120,0,0,-463,0,0,2945,10.68
2023/01/15,12:00,0,2401,732,0,112,86,2,0,0,0,-376,0,0,2957,8.52
2023/01/15,13:00,0,2365,728,0,112,51,1,0,0,0,-327,0,0,2930,11.61
2023/01/15,14:00,0,2382,764,0,112,36,3,0,0,0,-396,0,0,2901,17.19
2023/01/15,15:00,0,2492,849,0,113,25,5,0,0,0,-577,0,0,2907,17.85
2023/01/15,16:00,0,2715,832,0,112,8,5,0,2,0,-679,0,0,2995,18.78
2023/01/15,17:00,0,2669,1015,0,112,0,7,0,99,0,-731,0,0,3173,20.34
2023/01/15,18:00,0,2722,1039,0,112,0,13,0,99,0,-763,0,0,3223,20.29
2023/01/15,19:00,0,2646,961,0,113,0,14,0,54,0,-630,0,0,3158,20
2023/01/15,20:00,0,2707,820,0,112,0,18,0,0,0,-585,0,0,3071,19.95
2023/01/15,21:00,0,2639,753,0,113,0,22,0,0,0,-585,0,0,2941,19.47
2023/01/15,22:00,0,2552,736,0,113,0,25,0,0,0,-570,0,0,2855,18.38
2023/01/15,23:00,0,2471,737,0,112,0,24,0,0,0,-513,0,0,2831,17.31
2023/01/16,00:00,0,2265,672,0,114,0,23,0,0,0,-303,0,0,2771,17.5
2023/01/16,01:00,0,2369,699,0,112,0,27,0,0,0,-332,0,0,2876,17.28
2023/01/16,02:00,0,2567,713,0,113,0,32,0,0,0,-311,0,0,3113,17.09
2023/01/16,03:00,0,2623,717,0,113,0,45,0,0,0,-205,0,0,3293,16.47
2023/01/16,04:00,0,2618,792,0,113,0,53,0,0,0,-207,0,0,3368,17.59
2023/01/16,05:00,0,2573,791,0,112,0,74,0,0,0,-188,0,0,3362,17.68
2023/01/16,06:00,0,2655,853,0,113,0,86,0,0,0,-284,0,0,3423,18.64
2023/01/16,07:00,0,2964,890,0,112,5,85,0,0,0,-507,0,0,3549,19.24
2023/01/16,08:00,0,3365,1014,0,111,34,78,0,26,0,-695,0,0,3932,20.61
2023/01/16,09:00,0,3408,937,0,112,86,76,0,24,0,-445,0,0,4198,20.49
2023/01/16,10:00,0,3395,894,0,112,162,71,0,0,0,-447,0,0,4187,20.48
2023/01/16,11:00,0,3104,903,0,112,209,61,0,0,0,-188,0,0,4201,20.01
2023/01/16,12:00,0,2670,657,0,113,215,54,0,0,297,0,0,0,4006,17.53
2023/01/16,13:00,0,2863,761,0,112,263,48,0,0,60,0,0,0,4107,17.8
2023/01/16,14:00,0,3131,789,0,111,173,49,0,0,0,-129,0,0,4124,18.02
2023/01/16,15:00,0,3289,782,0,112,80,40,0,0,0,-173,0,0,4130,18.76
2023/01/16,16:00,0,3360,960,0,112,21,39,0,2,0,-293,0,0,4200,20.8
2023/01/16,17:00,0,3344,1206,0,111,0,39,0,99,0,-613,0,0,4186,23.37
2023/01/16,18:00,0,3422,1258,0,112,0,42,0,99,0,-770,0,0,4164,22.1
2023/01/16,19:00,0,3425,1241,0,112,0,34,0,50,0,-842,0,0,4021,20.38
2023/01/16,20:00,0,3424,1089,0,112,0,41,0,0,0,-791,0,0,3875,20.1
2023/01/16,21:00,0,3420,836,0,112,0,38,0,0,0,-682,0,0,3724,20.14
2023/01/16,22:00,0,3193,684,0,112,0,31,0,0,0,-361,0,0,3659,19.37
2023/01/16,23:00,0,2965,647,0,112,0,27,0,0,0,-123,0,0,3628,17.92
2023/01/17,00:00,0,2943,641,0,114,0,22,0,0,0,-171,0,0,3549,18.26
2023/01/17,01:00,0,2931,714,0,111,0,18,0,0,0,-145,0,0,3628,17.68
2023/01/17,02:00,0,3076,708,0,113,0,14,0,0,0,-85,0,0,3825,18.78
2023/01/17,03:00,0,3239,746,0,114,0,9,0,0,0,-187,0,0,3920,17.8
2023/01/17,04:00,0,3345,779,0,113,0,7,0,0,0,-343,0,0,3901,18.39
2023/01/17,05:00,0,3406,988,0,112,0,5,0,0,0,-639,0,0,3872,18.93
2023/01/17,06:00,0,3415,1186,0,112,0,6,0,2,0,-778,0,0,3943,21.61
2023/01/17,07:00,0,3406,1190,0,111,24,4,0,99,0,-813,0,0,4022,23.08
2023/01/17,08:00,0,3483,1071,0,112,133,3,0,0,0,-496,0,0,4307,21.23
2023/01/17,09:00,0,3245,664,0,112,291,3,0,0,136,0,0,0,4450,19.5
2023/01/17,10:00,0,3090,612,0,112,429,2,0,0,123,0,0,0,4367,18.02
2023/01/17,11:00,0,3113,577,0,112,546,5,0,0,0,-145,0,0,4208,17.82
2023/01/17,12:00,0,2715,572,0,112,613,28,0,0,0,-184,0,0,3856,16.12
2023/01/17,13:00,0,2957,619,0,112,559,40,0,0,0,-330,0,0,3956,18.04
2023/01/17,14:00,0,2912,682,0,112,465,36,0,0,0,-326,0,0,3881,18.87
2023/01/17,15:00,0,3012,820,0,112,278,17,0,0,0,-387,0,0,3852,19.76
2023/01/17,16:00,0,3247,952,0,112,59,14,0,2,0,-418,0,0,3969,20.8
2023/01/17,17:00,0,3378,1043,0,112,1,17,0,99,0,-575,0,0,4076,23.65
2023/01/17,18:00,0,3376,995,0,111,0,12,0,99,0,-489,0,0,4105,23.76
2023/01/17,19:00,0,3394,1025,0,113,0,10,0,99,0,-671,0,0,3970,21.98
2023/01/17,20:00,0,3371,1024,0,113,0,11,0,1,0,-646,0,0,3874,20.58
2023/01/17,21:00,0,3348,874,0,113,0,19,0,0,0,-587,0,0,3767,20.19
2023/01/17,22:00,0,3405,674,0,113,0,35,0,0,0,-516,0,0,3710,19.19
2023/01/17,23:00,0,3335,644,0,112,0,60,0,0,0,-441,0,0,3710,18.35
2023/01/18,00:00,0,3119,547,0,103,0,84,0,0,0,-232,0,0,3621,18.21
2023/01/18,01:00,0,3204,557,0,103,0,74,0,0,0,-233,0,0,3706,17.68
2023/01/18,02:00,0,3300,651,0,103,0,65,0,0,0,-239,0,0,3880,17.67
2023/01/18,03:00,0,3369,683,0,102,0,62,0,0,0,-231,0,0,3985,17.66
2023/01/18,04:00,0,3284,679,0,104,0,70,0,0,0,-237,0,0,3900,17.73
2023/01/18,05:00,0,3241,661,0,103,0,71,0,0,0,-225,0,0,3852,17.96
2023/01/18,06:00,0,3342,771,0,103,0,74,0,0,0,-361,0,0,3929,19.56
2023/01/18,07:00,0,3463,832,0,103,4,69,0,0,0,-469,0,0,4001,20.74
2023/01/18,08:00,0,3474,964,0,102,20,60,0,0,0,-296,0,0,4324,22.68
2023/01/18,09:00,0,3530,954,0,103,53,43,0,0,0,-159,0,0,4523,21.77
2023/01/18,10:00,0,3556,762,0,103,109,25,0,0,0,-90,0,0,4464,19.37
2023/01/18,11:00,0,3481,676,0,103,128,14,0,0,1,0,0,0,4402,18.57
2023/01/18,12:00,0,2966,539,0,102,236,14,0,0,286,0,0,0,4143,13.45
2023/01/18,13:00,0,3089,582,0,102,317,4,0,0,88,0,0,0,4182,17.71
2023/01/18,14:00,0,3245,636,0,102,250,9,0,0,0,-90,0,0,4152,18.39
2023/01/18,15:00,0,3336,624,0,101,133,9,0,0,0,-87,0,0,4116,18.64
2023/01/18,16:00,0,3351,810,0,102,35,10,0,2,0,-142,0,0,4168,20.66
2023/01/18,17:00,0,3378,1041,0,102,1,13,0,99,0,-440,0,0,4194,23.37
2023/01/18,18:00,0,3354,996,0,103,0,21,0,100,0,-410,0,0,4164,23.39
2023/01/18,19:00,0,3359,922,0,102,0,27,0,50,0,-433,0,0,4027,21.38
2023/01/18,20:00,0,3405,844,0,103,0,35,0,0,0,-461,0,0,3926,21.68
2023/01/18,21:00,0,3372,763,0,103,0,32,0,0,0,-430,0,0,3840,20.5
2023/01/18,22:00,0,3278,601,0,102,0,21,0,0,0,-270,0,0,3732,19.38
2023/01/18,23:00,0,3272,572,0,102,0,19,0,0,0,-240,0,0,3725,18.19
2023/01/19,00:00,0,3211,497,0,103,0,21,0,0,0,-202,0,0,3629,17.81
2023/01/19,01:00,0,3304,495,0,102,0,27,0,0,0,-200,0,0,3728,17.66
2023/01/19,02:00,0,3360,610,0,103,0,24,0,0,0,-215,0,0,3881,17.57
2023/01/19,03:00,0,3340,747,0,103,0,17,0,0,0,-208,0,0,3999,17.56
2023/01/19,04:00,0,3381,703,0,104,0,18,0,0,0,-206,0,0,3999,17.76
2023/01/19,05:00,0,3411,681,0,101,0,22,0,0,0,-228,0,0,3988,17.79
2023/01/19,06:00,0,3433,780,0,102,0,21,0,0,0,-221,0,0,4116,20.1
2023/01/19,07:00,0,3473,920,0,102,39,24,0,0,0,-429,0,0,4129,20.99
2023/01/19,08:00,0,3455,1019,0,102,221,34,0,0,0,-486,0,0,4345,20.99
2023/01/19,09:00,0,3423,777,0,102,389,42,0,0,0,-306,0,0,4427,19.06
2023/01/19,10:00,0,3299,561,0,102,537,57,0,0,0,-278,0,0,4278,18.34
2023/01/19,11:00,0,3182,511,0,102,532,41,0,0,0,-214,0,0,4154,15.94
2023/01/19,12:00,0,3042,482,0,102,475,26,0,0,0,-200,0,0,3928,6.02
2023/01/19,13:00,0,3222,539,0,102,348,22,0,0,0,-185,0,0,4048,13.5
2023/01/19,14:00,0,3416,627,0,101,211,29,0,0,0,-305,0,0,4078,18.25
2023/01/19,15:00,0,3515,728,0,102,107,36,0,0,0,-426,0,0,4062,20.59
2023/01/19,16:00,0,3469,959,0,102,29,47,0,52,0,-525,0,0,4133,20.57
2023/01/19,17:00,0,3418,1171,0,103,0,28,0,100,0,-690,0,0,4130,23.32
2023/01/19,18:00,0,3372,1240,0,103,0,44,0,99,0,-741,0,0,4117,23.27
2023/01/19,19:00,0,3427,903,0,103,0,51,0,51,0,-582,0,0,3953,20.94
2023/01/19,20:00,0,3259,785,0,103,0,39,0,50,0,-423,0,0,3812,20.83
2023/01/19,21:00,0,3214,715,0,103,0,31,0,2,0,-382,0,0,3684,20.42
2023/01/19,22:00,0,3085,618,0,103,0,41,0,0,0,-230,0,0,3618,19.16
2023/01/19,23:00,0,3013,588,0,103,0,44,0,0,0,-181,0,0,3567,18.22
2023/01/20,00:00,0,2931,508,0,102,0,47,0,0,0,-87,0,0,3501,17.56
2023/01/20,01:00,0,2962,479,0,103,0,36,0,0,10,0,0,0,3591,17.46
2023/01/20,02:00,0,2979,552,0,103,0,29,0,0,100,0,0,0,3763,16.52
2023/01/20,03:00,0,3070,628,0,103,0,35,0,0,48,0,0,0,3884,16.02
2023/01/20,04:00,0,3053,607,0,104,0,41,0,0,39,0,0,0,3845,17
2023/01/20,05:00,0,3070,594,0,102,0,33,0,0,0,-2,0,0,3798,17.59
2023/01/20,06:00,0,3081,738,0,103,0,33,0,2,0,-78,0,0,3878,19.38
2023/01/20,07:00,0,3147,806,0,102,14,57,0,99,0,-319,0,0,3906,21.15
2023/01/20,08:00,0,3375,1192,0,102,105,60,0,0,0,-667,0,0,4166,20.92
2023/01/20,09:00,0,3269,974,0,102,272,79,0,0,0,-405,0,0,4290,19.51
2023/01/20,10:00,0,3301,644,0,102,251,86,0,0,0,-218,0,0,4166,17.31
2023/01/20,11:00,0,3266,557,0,102,269,101,0,0,0,-147,0,0,4148,14.88
2023/01/20,12:00,0,3151,493,0,103,280,107,0,0,0,-161,0,0,3973,10
2023/01/20,13:00,0,3123,495,0,102,261,103,0,0,0,-46,0,0,4038,13.15
2023/01/20,14:00,0,3244,598,0,102,199,94,0,0,0,-170,0,0,4067,17.31
2023/01/20,15:00,0,3262,667,0,103,100,101,0,0,0,-198,0,0,4034,17.71
2023/01/20,16:00,0,3322,767,0,103,25,110,0,53,0,-324,0,0,4055,19.58
2023/01/20,17:00,0,3279,1023,0,103,1,114,0,99,0,-581,0,0,4039,21.69
2023/01/20,18:00,0,3223,1083,0,103,0,120,0,99,0,-598,0,0,4031,21.39
2023/01/20,19:00,0,3229,1034,0,102,0,121,0,51,0,-626,0,0,3911,18.92
2023/01/20,20:00,0,3136,815,0,102,0,125,0,0,0,-391,0,0,3787,20.35
2023/01/20,21:00,0,2999,656,0,103,0,122,0,0,0,-163,0,0,3717,19.27
2023/01/20,22:00,0,3024,586,0,103,0,124,0,0,0,-100,0,0,3737,18.16
2023/01/20,23:00,0,3118,521,0,103,0,118,0,0,0,-112,0,0,3747,17.41
2023/01/21,00:00,0,3032,456,0,103,0,118,0,0,0,-76,0,0,3633,17.18
2023/01/21,01:00,0,3033,479,0,103,0,110,0,0,0,-59,0,0,3665,17.14
2023/01/21,02:00,0,3151,687,0,103,0,94,0,0,0,-216,0,0,3819,17
2023/01/21,03:00,0,3270,764,0,103,0,80,0,0,0,-308,0,0,3909,17.12
2023/01/21,04:00,0,3183,745,0,104,0,62,0,0,0,-268,0,0,3827,17.02
2023/01/21,05:00,0,3219,609,0,103,0,54,0,0,0,-294,0,0,3691,17.28
2023/01/21,06:00,0,3176,583,0,102,0,49,0,0,0,-310,0,0,3600,17.36
2023/01/21,07:00,0,3141,639,0,102,15,38,0,0,0,-317,0,0,3618,18.82
2023/01/21,08:00,0,3143,644,0,101,137,19,0,0,0,-166,0,0,3878,18.01
2023/01/21,09:00,0,3040,536,0,102,321,15,0,0,0,-42,0,0,3971,17.37
2023/01/21,10:00,0,2840,515,0,102,518,10,0,0,0,-111,0,0,3874,16.58
2023/01/21,11:00,0,2575,478,0,102,566,12,0,0,0,-7,0,0,3725,12.49
2023/01/21,12:00,0,2517,473,0,101,519,10,0,0,0,-95,0,0,3526,11.33
2023/01/21,13:00,0,2698,546,0,102,477,8,0,0,0,-352,0,0,3480,11.87
2023/01/21,14:00,0,2671,476,0,102,439,7,0,0,0,-319,0,0,3377,12.49
2023/01/21,15:00,0,2680,575,0,102,239,3,0,0,0,-243,0,0,3356,14.51
2023/01/21,16:00,0,2829,675,0,101,67,4,0,2,0,-224,0,0,3454,18.35
2023/01/21,17:00,0,3057,797,0,102,1,2,0,100,0,-428,0,0,3631,21
2023/01/21,18:00,0,3087,778,0,103,0,6,0,99,0,-350,0,0,3723,21.2
2023/01/21,19:00,0,3136,731,0,103,0,7,0,99,0,-394,0,0,3682,20
2023/01/21,20:00,0,3041,718,0,102,0,6,0,99,0,-340,0,0,3626,19.68
2023/01/21,21:00,0,2999,621,0,103,0,9,0,2,0,-225,0,0,3509,19.1
2023/01/21,22:00,0,2985,551,0,102,0,10,0,0,0,-198,0,0,3451,18.26
2023/01/21,23:00,0,2917,579,0,101,0,9,0,0,0,-129,0,0,3476,17.59
2023/01/22,00:00,0,3104,552,0,103,0,13,0,0,0,-346,0,0,3425,17.36
2023/01/22,01:00,0,3171,555,0,103,0,21,0,0,0,-362,0,0,3487,17.03
2023/01/22,02:00,0,3106,666,0,103,0,20,0,0,0,-303,0,0,3593,16.5
2023/01/22,03:00,0,2896,813,0,103,0,23,0,0,0,-179,0,0,3656,17
2023/01/22,04:00,0,2869,707,0,103,0,21,0,0,0,-131,0,0,3570,17.01
2023/01/22,05:00,0,2835,616,0,103,0,12,0,0,0,-163,0,0,3403,17.03
2023/01/22,06:00,0,2839,725,0,102,0,15,0,0,0,-424,0,0,3257,17.18
2023/01/22,07:00,0,2951,675,0,102,21,9,0,0,0,-516,0,0,3243,17.65
2023/01/22,08:00,0,2879,548,0,102,67,17,0,0,0,-243,0,0,3370,16.99
2023/01/22,09:00,0,2809,527,0,101,197,17,0,0,0,-152,0,0,3500,12.55
2023/01/22,10:00,0,2738,482,0,102,331,15,0,0,0,-249,0,0,3419,16
2023/01/22,11:00,0,2564,451,0,102,504,6,0,0,0,-382,0,0,3246,14.76
2023/01/22,12:00,0,2408,455,0,102,563,6,0,0,0,-400,0,0,3134,12.76
2023/01/22,13:00,0,2507,453,0,102,477,5,0,0,0,-511,0,0,3032,10.55
2023/01/22,14:00,0,2535,464,0,102,313,3,0,0,0,-460,0,0,2957,2.51
2023/01/22,15:00,0,2506,510,0,102,238,7,0,0,0,-393,0,0,2970,2.25
2023/01/22,16:00,0,2710,631,0,101,60,7,0,0,0,-424,0,0,3085,16.68
2023/01/22,17:00,0,3025,789,0,103,1,7,0,52,0,-620,0,0,3358,20.04
2023/01/22,18:00,0,3204,809,0,102,0,4,0,101,0,-734,0,0,3485,19.32
2023/01/22,19:00,0,3176,769,0,103,0,8,0,100,0,-695,0,0,3461,19.13
2023/01/22,20:00,0,2994,660,0,103,0,8,0,49,0,-435,0,0,3379,19.06
2023/01/22,21:00,0,2732,622,0,102,0,9,0,0,0,-226,0,0,3237,18.17
2023/01/22,22:00,0,2733,583,0,103,0,5,0,0,0,-279,0,0,3144,17.29
2023/01/22,23:00,0,2712,568,0,102,0,2,0,0,0,-224,0,0,3160,16.97
2023/01/23,00:00,0,2737,450,0,104,0,5,0,0,0,-155,0,0,3141,16.5
2023/01/23,01:00,0,2944,423,0,103,0,6,0,0,0,-227,0,0,3250,16
2023/01/23,02:00,0,3047,462,0,102,0,10,0,0,0,-158,0,0,3463,15.58
2023/01/23,03:00,0,3003,547,0,103,0,12,0,0,0,-106,0,0,3559,16.48
2023/01/23,04:00,0,3013,596,0,103,0,19,0,0,0,-160,0,0,3571,17
2023/01/23,05:00,0,3065,542,0,103,0,16,0,0,0,-174,0,0,3552,17.58
2023/01/23,06:00,0,3239,558,0,102,0,20,0,0,0,-269,0,0,3650,18.58
2023/01/23,07:00,0,3252,838,0,101,9,19,0,0,0,-434,0,0,3786,22.83
2023/01/23,08:00,0,3400,1037,0,102,61,12,0,53,0,-495,0,0,4170,24.06
2023/01/23,09:00,0,3530,1009,0,102,150,21,0,100,0,-529,0,0,4383,24.56
2023/01/23,10:00,0,3337,699,0,102,529,21,0,0,0,-517,0,0,4171,22.47
2023/01/23,11:00,0,3240,730,0,102,766,34,0,0,0,-831,0,0,4042,22.24
2023/01/23,12:00,0,3156,559,0,102,588,45,0,0,0,-636,0,0,3814,18.77
2023/01/23,13:00,0,3107,541,0,102,453,40,0,0,0,-341,0,0,3901,19.28
2023/01/23,14:00,0,3204,608,0,103,324,46,0,0,0,-403,0,0,3882,20.57
2023/01/23,15:00,0,3101,701,0,103,224,44,0,0,0,-328,0,0,3845,20.27
2023/01/23,16:00,0,3481,1003,0,103,56,36,0,2,0,-740,0,0,3940,22.04
2023/01/23,17:00,0,3388,1084,0,103,1,29,0,100,0,-735,0,0,3970,23.5
2023/01/23,18:00,0,3387,1108,0,103,0,12,0,98,0,-739,0,0,3969,23.22
2023/01/23,19:00,0,3390,905,0,103,0,4,0,0,0,-602,0,0,3801,22.43
2023/01/23,20:00,0,3223,692,0,102,0,7,0,0,0,-345,0,0,3680,20.6
2023/01/23,21:00,0,3145,634,0,103,0,8,0,0,0,-334,0,0,3557,18.59
2023/01/23,22:00,0,3098,605,0,103,0,8,0,0,0,-308,0,0,3506,17.18
2023/01/23,23:00,0,2983,553,0,103,0,12,0,0,0,-204,0,0,3447,17.1
2023/01/24,00:00,0,3029,472,0,103,0,22,0,0,0,-266,0,0,3360,15.73
2023/01/24,01:00,0,3137,484,0,103,0,31,0,0,0,-283,0,0,3471,15.35
2023/01/24,02:00,0,3182,587,0,102,0,32,0,0,0,-224,0,0,3679,13.51
2023/01/24,03:00,0,3236,688,0,105,0,33,0,0,0,-236,0,0,3825,15.37
2023/01/24,04:00,0,3158,723,0,104,0,30,0,0,0,-190,0,0,3824,13.51
2023/01/24,05:00,0,3186,684,0,103,0,37,0,0,0,-221,0,0,3790,17
2023/01/24,06:00,0,3224,747,0,103,0,52,0,0,0,-265,0,0,3861,18.4
2023/01/24,07:00,0,3295,867,0,103,25,58,0,26,0,-499,0,0,3874,20.87
2023/01/24,08:00,0,3674,863,0,103,24,96,0,50,0,-553,0,0,4256,22.96
2023/01/24,09:00,0,3726,946,0,103,46,73,0,26,0,-302,0,0,4617,21.44
2023/01/24,10:00,0,3732,842,0,103,71,63,0,0,0,-69,0,0,4742,18.87
2023/01/24,11:00,0,3532,921,0,102,61,69,0,0,34,0,0,0,4718,18.32
2023/01/24,12:00,0,3713,733,0,103,64,68,0,0,8,0,0,0,4690,17
2023/01/24,13:00,0,3607,837,0,102,43,98,0,0,134,0,0,0,4821,18.08
2023/01/24,14:00,0,3783,830,0,103,31,102,0,0,145,0,0,0,4993,18.32
2023/01/24,15:00,0,3837,838,0,103,19,107,0,0,94,0,0,0,4998,20.36
2023/01/24,16:00,0,3879,926,0,102,4,95,0,52,0,-115,0,0,4943,25.1
2023/01/24,17:00,0,3812,978,0,72,0,92,0,99,0,-172,0,0,4883,30.4
2023/01/24,18:00,0,3804,953,0,62,0,97,0,99,0,-158,0,0,4857,30.16
2023/01/24,19:00,0,3657,1008,0,55,0,96,0,99,0,-176,0,0,4739,26.88
2023/01/24,20:00,0,3638,978,0,57,0,96,0,2,0,-159,0,0,4611,23.41
2023/01/24,21:00,0,3628,900,0,56,0,88,0,0,0,-217,0,0,4455,22.52
2023/01/24,22:00,0,3550,816,0,56,0,83,0,0,0,-150,0,0,4355,18.68
2023/01/24,23:00,0,3621,748,0,56,0,79,0,0,0,-108,0,0,4396,18.2
2023/01/25,00:00,0,3485,728,0,57,0,85,0,0,0,-52,0,0,4303,17.32
2023/01/25,01:00,0,3620,746,0,58,0,88,0,0,0,-118,0,0,4394,16.75
2023/01/25,02:00,0,3801,800,0,57,0,89,0,0,0,-179,0,0,4568,15.5
2023/01/25,03:00,0,3857,777,0,58,0,90,0,0,0,-175,0,0,4608,15
2023/01/25,04:00,0,3703,772,0,58,0,92,0,0,0,-35,0,0,4591,16
2023/01/25,05:00,0,3787,763,0,57,0,91,0,0,0,-80,0,0,4618,16.54
2023/01/25,06:00,0,3891,868,0,58,0,93,0,0,0,-252,0,0,4658,21.27
2023/01/25,07:00,0,3863,743,0,58,12,94,0,1,0,-47,0,0,4723,26.17
2023/01/25,08:00,0,3858,863,0,57,53,89,0,99,44,0,0,0,5063,28.25
2023/01/25,09:00,0,3896,1036,0,57,103,102,0,0,163,0,0,0,5357,25.83
2023/01/25,10:00,0,3898,879,0,58,166,106,0,0,313,0,0,0,5419,22.22
2023/01/25,11:00,0,3802,799,0,58,215,106,0,0,321,0,0,0,5301,20.06
2023/01/25,12:00,0,3513,747,0,59,255,108,0,0,485,0,0,0,5168,17.6
2023/01/25,13:00,0,3544,771,0,60,249,102,0,0,404,0,0,0,5130,18.48
2023/01/25,14:00,0,3635,783,0,61,193,106,0,0,304,0,0,0,5082,20.56
2023/01/25,15:00,0,3536,915,0,60,94,99,0,2,247,0,0,0,4954,22.69
2023/01/25,16:00,0,3584,1093,0,62,29,88,0,99,32,0,0,0,4986,30.34
2023/01/25,17:00,0,3706,1235,0,61,1,65,0,99,0,-158,0,0,5010,44.43
2023/01/25,18:00,0,3670,1146,0,62,0,41,0,99,0,-83,0,0,4935,44.43
