,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
2023/01/12,16:00,4961,9557,1863,0,67,328,1,0,252,2213,0,0,0,19242,21.8
2023/01/12,17:00,4961,10712,2221,0,67,1,0,0,181,1811,0,0,0,19955,23.44
2023/01/12,18:00,4960,10569,2152,0,67,0,0,0,131,2207,0,0,0,20087,23.72
2023/01/12,19:00,4960,10018,2072,0,67,0,1,0,140,2340,0,0,0,19599,22.54
2023/01/12,20:00,4959,9915,1750,0,67,0,3,0,132,2189,0,0,0,19016,21.58
2023/01/12,21:00,4959,9735,1371,0,67,0,4,0,141,2114,0,0,0,18391,21.36
2023/01/12,22:00,4959,8873,907,0,67,0,5,0,129,2405,0,0,0,17345,20.28
2023/01/12,23:00,4960,8660,516,0,67,0,6,0,143,2071,0,0,0,16424,19.64
2023/01/13,00:00,4961,7343,463,0,67,0,4,0,137,2452,0,0,0,15427,19.87
2023/01/13,01:00,4961,7754,444,0,67,0,3,0,136,1643,0,0,0,15009,19.86
2023/01/13,02:00,4960,8028,416,0,67,0,6,0,131,1719,0,0,0,15328,20.28
2023/01/13,03:00,4960,8238,405,0,67,0,13,0,135,1665,0,0,0,15482,19.2
2023/01/13,04:00,4960,8109,406,0,67,0,15,0,147,1714,0,0,0,15418,20
2023/01/13,05:00,4960,8127,414,0,67,0,13,0,140,1926,0,0,0,15647,20.55
2023/01/13,06:00,4960,8908,529,0,67,0,18,0,431,2213,0,0,0,17126,20.51
2023/01/13,07:00,4961,9826,1178,0,67,86,25,0,270,2333,0,0,0,18746,21.6
2023/01/13,08:00,4962,10286,1702,0,67,802,41,0,473,2101,0,0,0,20433,22.73
2023/01/13,09:00,4962,9254,1917,0,67,1873,58,0,155,2786,0,0,0,21072,25.6
2023/01/13,10:00,4963,8697,1627,0,67,2200,81,0,201,2780,0,0,0,20616,21.8
2023/01/13,11:00,4962,8287,1228,0,67,2069,119,0,154,3314,0,0,0,20200,19.36
2023/01/13,12:00,4962,8345,1171,0,67,1672,138,-273,0,2985,0,0,0,19068,13.01
2023/01/13,13:00,4961,8912,1481,0,67,1142,148,0,270,2498,0,0,0,19479,19.69
2023/01/13,14:00,4961,9402,1606,0,67,777,141,0,317,2056,0,0,0,19327,20.78
2023/01/13,15:00,4961,9108,1815,0,67,336,137,0,316,2366,0,0,0,19108,21.47
2023/01/13,16:00,4962,9922,2190,0,67,83,147,0,260,1790,0,0,0,19421,21.44
2023/01/13,17:00,4962,10021,2205,0,67,0,152,0,148,1850,0,0,0,19405,21.3
2023/01/13,18:00,4962,9934,1932,0,67,0,157,0,156,1785,0,0,0,18993,21.3
2023/01/13,19:00,4962,9499,1538,0,67,0,159,0,190,1960,0,0,0,18376,21.4
2023/01/13,20:00,4962,8882,1258,0,67,0,149,0,194,2147,0,0,0,17660,21.43
2023/01/13,21:00,4962,8349,976,0,67,0,152,0,142,2185,0,0,0,16834,21.46
2023/01/13,22:00,4963,7582,833,0,67,0,146,0,158,2299,0,0,0,16049,20.68
2023/01/13,23:00,4963,7163,770,0,67,0,136,0,139,1902,0,0,0,15140,18.85
2023/01/14,00:00,4963,7115,651,0,67,0,114,-466,0,1908,0,0,0,14352,17.67
2023/01/14,01:00,4963,7459,595,0,67,0,99,-514,0,1309,0,0,0,13978,17.66
2023/01/14,02:00,4963,7328,572,0,67,0,76,-313,0,1531,0,0,0,14225,17.8
2023/01/14,03:00,4963,6960,673,0,67,0,73,-270,0,1905,0,0,0,14371,17.79
2023/01/14,04:00,4963,6871,503,0,67,0,64,0,79,1437,0,0,0,13984,17.63
2023/01/14,05:00,4963,6645,449,0,67,0,62,0,54,1260,0,0,0,13501,17.51
2023/01/14,06:00,4963,6870,462,0,67,0,49,0,110,1056,0,0,0,13577,17.59
2023/01/14,07:00,4962,7347,579,0,67,31,44,0,322,1296,0,0,0,14648,17.69
2023/01/14,08:00,4962,8152,1093,0,67,321,22,0,202,1611,0,0,0,16430,19.25
2023/01/14,09:00,4961,8430,1404,0,67,560,14,0,152,1965,0,0,0,17554,20.15
2023/01/14,10:00,4962,8205,1471,0,67,711,14,0,141,2005,0,0,0,17576,20.2
2023/01/14,11:00,4962,8467,985,0,67,854,8,0,150,1866,0,0,0,17358,20.33
2023/01/14,12:00,4961,7872,721,0,67,1030,3,-164,0,2349,0,0,0,16838,18.69
2023/01/14,13:00,4961,8151,713,0,67,1103,2,-273,0,1990,0,0,0,16715,18.56
2023/01/14,14:00,4961,7956,803,0,67,837,5,0,119,1641,0,0,0,16388,18.94
2023/01/14,15:00,4962,7656,1259,0,67,468,16,-87,0,1768,0,0,0,16109,19.18
2023/01/14,16:00,4962,7919,1458,0,67,122,33,-433,0,2188,0,0,0,16316,19.46
2023/01/14,17:00,4962,7986,1526,0,67,1,38,-421,0,2461,0,0,0,16619,18.61
2023/01/14,18:00,4962,7761,1312,0,67,0,33,0,110,2352,0,0,0,16596,18.41
2023/01/14,19:00,4962,7587,959,0,67,0,37,0,147,2436,0,0,0,16195,18.48
2023/01/14,20:00,4961,7121,970,0,67,0,56,0,85,2456,0,0,0,15717,18.1
2023/01/14,21:00,4961,6861,967,0,67,0,60,-457,0,2573,0,0,0,15033,18.19
2023/01/14,22:00,4961,6640,967,0,67,0,68,-889,0,2434,0,0,0,14249,18.21
2023/01/14,23:00,4961,6716,981,0,67,0,72,-870,0,1749,0,0,0,13675,14.64
2023/01/15,00:00,4962,6318,951,0,67,0,73,-1226,0,1724,0,0,0,12869,17.44
2023/01/15,01:00,4962,6258,952,0,67,0,70,-1317,0,1585,0,0,0,12576,17.25
2023/01/15,02:00,4961,6185,922,0,67,0,87,-1258,0,1968,0,0,0,12933,17.43
2023/01/15,03:00,4962,6211,872,0,67,0,74,-1046,0,2047,0,0,0,13186,17.55
2023/01/15,04:00,4963,6218,940,0,67,0,78,-1072,0,1845,0,0,0,13038,17.53
2023/01/15,05:00,4964,6117,820,0,67,0,72,-1173,0,1554,0,0,0,12421,15.08
2023/01/15,06:00,4963,6224,808,0,67,0,80,-786,0,1007,0,0,0,12364,15.25
2023/01/15,07:00,4962,6179,796,0,67,93,86,-292,0,1193,0,0,0,13084,17.04
2023/01/15,08:00,4962,6459,928,0,67,541,84,-36,0,1315,0,0,0,14321,17.48
2023/01/15,09:00,4962,6447,1199,0,67,981,91,-199,0,1402,0,0,0,14951,15.04
2023/01/15,10:00,4962,6252,1187,0,67,1700,82,-1441,0,2044,0,0,0,14852,9.51
2023/01/15,11:00,4962,6439,764,0,67,2332,41,-1483,0,1738,0,0,0,14859,10.68
2023/01/15,12:00,4962,6444,661,0,67,1736,31,-971,0,2020,0,0,0,14950,8.52
2023/01/15,13:00,4961,6599,706,0,67,1212,29,-1041,0,2268,0,0,0,14802,11.61
2023/01/15,14:00,4961,6482,806,0,67,880,29,-1101,0,2523,0,0,0,14648,17.19
2023/01/15,15:00,4962,6659,1038,0,67,572,19,-768,0,2161,0,0,0,14709,17.85
2023/01/15,16:00,4961,7094,1328,0,67,185,10,-16,0,1400,0,0,0,15030,18.78
2023/01/15,17:00,4961,7761,1639,0,67,1,13,0,506,1172,0,0,0,16120,20.34
2023/01/15,18:00,4961,8000,1667,0,67,0,11,0,241,1587,0,0,0,16536,20.29
2023/01/15,19:00,4962,7688,1556,0,67,0,10,0,246,1810,0,0,0,16339,20
2023/01/15,20:00,4962,6984,1427,0,67,0,3,0,238,2304,0,0,0,15984,19.95
2023/01/15,21:00,4962,6590,1031,0,67,0,2,0,259,2353,0,0,0,15265,19.47
2023/01/15,22:00,4962,6406,819,0,67,0,1,0,237,1877,0,0,0,14370,18.38
2023/01/15,23:00,4962,6395,795,0,67,0,3,-71,0,1468,0,0,0,13619,17.31
2023/01/16,00:00,4963,6434,771,0,67,0,9,-586,0,1130,0,0,0,12788,17.5
2023/01/16,01:00,4962,6578,707,0,67,0,16,-416,0,655,0,0,0,12569,17.28
2023/01/16,02:00,4962,6906,568,0,67,0,21,-259,0,774,0,0,0,13039,17.09
2023/01/16,03:00,4962,7320,568,0,67,0,32,-279,0,651,0,0,0,13322,16.47
2023/01/16,04:00,4963,7565,568,0,67,0,33,-820,0,1019,0,0,0,13395,17.59
2023/01/16,05:00,4963,7660,568,0,67,0,54,-930,0,1159,0,0,0,13542,17.68
2023/01/16,06:00,4962,8085,584,0,67,0,47,-780,0,1675,0,0,0,14641,18.64
2023/01/16,07:00,4962,8604,826,0,67,55,37,0,13,1916,0,0,0,16481,19.24
2023/01/16,08:00,4962,10795,1469,0,67,463,39,0,272,841,0,0,0,18909,20.61
2023/01/16,09:00,4962,10831,1541,0,67,864,65,0,226,1698,0,0,0,20254,20.49
2023/01/16,10:00,4961,9875,1419,0,67,1250,62,0,255,2416,0,0,0,20306,20.48
2023/01/16,11:00,4962,8724,879,0,67,1845,69,0,213,3245,0,0,0,20004,20.01
2023/01/16,12:00,4962,8187,779,0,67,2216,73,-118,0,2763,0,0,0,18929,17.53
2023/01/16,13:00,4962,8616,775,0,67,2072,72,-151,0,2972,0,0,0,19386,17.8
2023/01/16,14:00,4962,8689,973,0,67,1673,102,-147,0,2834,0,0,0,19152,18.02
2023/01/16,15:00,4962,9127,1643,0,67,1137,104,-417,0,2513,0,0,0,19136,18.76
2023/01/16,16:00,4962,10915,1872,0,67,307,121,0,136,1325,0,0,0,19706,20.8
2023/01/16,17:00,4960,12036,2025,0,67,2,112,0,242,828,0,0,0,20272,23.37
2023/01/16,18:00,4960,11899,2027,0,67,0,103,0,132,1133,0,0,0,20322,22.1
2023/01/16,19:00,4960,11049,1976,0,67,0,94,0,220,1368,0,0,0,19735,20.38
2023/01/16,20:00,4959,9836,1670,0,67,0,95,0,227,2235,0,0,0,19088,20.1
2023/01/16,21:00,4961,9509,1067,0,67,0,84,0,305,2392,0,0,0,18385,20.14
2023/01/16,22:00,4962,8907,820,0,67,0,84,0,227,2356,0,0,0,17423,19.37
2023/01/16,23:00,4962,8193,770,0,67,0,80,0,294,2081,0,0,0,16447,17.92
2023/01/17,00:00,4962,7607,660,0,67,0,75,-255,0,2343,0,0,0,15459,18.26
2023/01/17,01:00,4963,7779,630,0,67,0,65,-514,0,1973,0,0,0,14963,17.68
2023/01/17,02:00,4962,7854,541,0,67,0,61,-211,0,2004,0,0,0,15278,18.78
2023/01/17,03:00,4961,7801,534,0,67,0,69,0,193,1845,0,0,0,15471,17.8
2023/01/17,04:00,4961,7831,536,0,67,0,75,-10,0,1952,0,0,0,15413,18.39
2023/01/17,05:00,4961,7675,532,0,67,0,79,-131,0,2482,0,0,0,15665,18.93
2023/01/17,06:00,4962,9551,558,0,67,0,81,0,310,1712,0,0,0,17240,21.61
2023/01/17,07:00,4962,11074,871,0,67,92,56,0,290,1710,0,0,0,19123,23.08
2023/01/17,08:00,4962,11673,1614,0,67,869,66,0,405,1447,0,0,0,21103,21.23
2023/01/17,09:00,4962,10667,1676,0,67,1959,93,0,198,2051,0,0,0,21672,19.5
2023/01/17,10:00,4962,8740,1439,0,67,3119,106,-427,0,2951,0,0,0,20958,18.02
2023/01/17,11:00,4962,8949,784,0,67,3995,59,-356,0,2022,0,0,0,20483,17.82
2023/01/17,12:00,4963,8685,692,0,67,4157,31,-784,0,1497,0,0,0,19308,16.12
2023/01/17,13:00,4962,8913,676,0,67,3766,21,-506,0,1714,0,0,0,19612,18.04
2023/01/17,14:00,4963,8900,863,0,67,2804,18,-164,0,1946,0,0,0,19397,18.87
2023/01/17,15:00,4962,9484,1518,0,67,1348,8,0,66,1861,0,0,0,19315,19.76
2023/01/17,16:00,4962,11048,1811,0,67,321,5,0,225,1417,0,0,0,19857,20.8
2023/01/17,17:00,4962,12074,2005,0,67,2,3,0,173,1244,0,0,0,20530,23.65
2023/01/17,18:00,4962,11956,1938,0,67,0,1,0,138,1471,0,0,0,20533,23.76
2023/01/17,19:00,4961,12190,1798,0,67,0,1,0,132,714,0,0,0,19862,21.98
2023/01/17,20:00,4961,12094,1507,0,67,0,0,0,39,517,0,0,0,19186,20.58
2023/01/17,21:00,4962,11859,1015,0,67,0,0,0,0,544,0,0,0,18447,20.19
2023/01/17,22:00,4961,10715,786,0,67,0,0,-236,0,1137,0,0,0,17431,19.19
2023/01/17,23:00,4961,10475,737,0,67,0,1,-1401,0,1647,0,0,0,16488,18.35
2023/01/18,00:00,4962,9357,644,0,67,0,3,-1402,0,1837,0,0,0,15469,18.21
2023/01/18,01:00,4962,8923,611,0,67,0,9,-538,0,993,0,0,0,15027,17.68
2023/01/18,02:00,4961,8970,546,0,67,0,9,-243,0,931,0,0,0,15240,17.67
2023/01/18,03:00,4962,9268,532,0,67,0,19,0,198,407,0,0,0,15453,17.66
2023/01/18,04:00,4961,9253,526,0,67,0,38,-268,0,732,0,0,0,15311,17.73
2023/01/18,05:00,4962,9673,531,0,67,0,46,-452,0,751,0,0,0,15577,17.96
2023/01/18,06:00,4961,10810,538,0,67,0,47,-344,0,852,0,0,0,16931,19.56
2023/01/18,07:00,4962,11801,975,0,67,61,54,0,113,695,0,0,0,18728,20.74
2023/01/18,08:00,4962,12372,1610,0,67,629,61,0,369,939,0,0,0,21009,22.68
2023/01/18,09:00,4963,11560,1698,0,67,1498,50,0,299,1626,0,0,0,21760,21.77
2023/01/18,10:00,4963,10171,1380,0,67,2751,47,-12,0,1645,0,0,0,21013,19.37
2023/01/18,11:00,4962,9973,787,0,67,3130,46,-120,0,1799,0,0,0,20644,18.57
2023/01/18,12:00,4962,9765,714,0,67,2554,49,-194,0,1731,0,0,0,19648,13.45
2023/01/18,13:00,4962,9841,753,0,67,2051,65,0,94,2458,0,0,0,20291,17.71
2023/01/18,14:00,4962,9234,906,0,67,1406,73,0,140,3110,0,0,0,19899,18.39
2023/01/18,15:00,4962,9692,1444,0,67,978,64,-56,0,2627,0,0,0,19779,18.64
2023/01/18,16:00,4961,11047,1830,0,67,274,64,0,312,1681,0,0,0,20236,20.66
2023/01/18,17:00,4961,12009,2156,0,67,2,49,0,331,1000,0,0,0,20576,23.37
2023/01/18,18:00,4962,12175,2195,0,67,0,38,0,70,1001,0,0,0,20507,23.39
2023/01/18,19:00,4961,12230,2032,0,67,0,45,0,0,628,0,0,0,19963,21.38
2023/01/18,20:00,4961,12032,1485,0,67,0,56,0,30,718,0,0,0,19349,21.68
2023/01/18,21:00,4960,11440,959,0,67,0,54,0,148,976,0,0,0,18603,20.5
2023/01/18,22:00,4960,10137,759,0,67,0,47,0,136,1496,0,0,0,17602,19.38
2023/01/18,23:00,4961,8810,677,0,67,0,42,0,125,2015,0,0,0,16696,18.19
2023/01/19,00:00,4961,8803,604,0,67,0,51,-183,0,1426,0,0,0,15730,17.81
2023/01/19,01:00,4961,9217,577,0,67,0,43,-191,0,666,0,0,0,15341,17.66
2023/01/19,02:00,4962,9290,582,0,67,0,47,0,114,531,0,0,0,15594,17.57
2023/01/19,03:00,4962,9646,515,0,67,0,56,0,78,382,0,0,0,15706,17.56
2023/01/19,04:00,4961,9834,506,0,67,0,58,-246,0,544,0,0,0,15725,17.76
2023/01/19,05:00,4961,9827,523,0,67,0,56,-253,0,846,0,0,0,16026,17.79
2023/01/19,06:00,4961,11222,773,0,67,0,47,-90,0,683,0,0,0,17662,20.1
2023/01/19,07:00,4961,11804,1453,0,67,95,41,0,188,808,0,0,0,19418,20.99
2023/01/19,08:00,4962,11814,1757,0,67,1031,15,0,271,1077,0,0,0,20995,20.99
2023/01/19,09:00,4963,11730,1808,0,67,2430,15,0,163,396,0,0,0,21572,19.06
2023/01/19,10:00,4963,11067,1085,0,67,3388,17,-41,0,449,0,0,0,20997,18.34
2023/01/19,11:00,4962,10853,840,0,67,3615,37,-83,0,347,0,0,0,20639,15.94
2023/01/19,12:00,4963,9856,683,0,67,3314,33,-465,0,873,0,0,0,19324,6.02
2023/01/19,13:00,4962,10052,678,0,67,2998,28,0,123,714,0,0,0,19623,13.5
2023/01/19,14:00,4962,9854,707,0,67,2273,23,0,8,1451,0,0,0,19344,18.25
2023/01/19,15:00,4961,10942,788,0,67,1217,18,0,227,1063,0,0,0,19283,20.59
2023/01/19,16:00,4962,11838,1215,0,67,320,12,0,125,1138,0,0,0,19678,20.57
2023/01/19,17:00,4960,12364,2023,0,67,3,12,0,200,745,0,0,0,20374,23.32
2023/01/19,18:00,4960,12207,2194,0,67,0,10,0,294,819,0,0,0,20552,23.27
2023/01/19,19:00,4961,11948,2118,0,67,0,10,0,334,625,0,0,0,20065,20.94
2023/01/19,20:00,4961,11490,1791,0,67,0,11,0,302,804,0,0,0,19427,20.83
2023/01/19,21:00,4961,10972,1261,0,67,0,14,0,255,1308,0,0,0,18838,20.42
2023/01/19,22:00,4961,9904,729,0,67,0,17,0,56,2055,0,0,0,17788,19.16
2023/01/19,23:00,4962,9254,647,0,67,0,23,-230,0,2192,0,0,0,16915,18.22
2023/01/20,00:00,4962,9278,579,0,67,0,32,-171,0,1154,0,0,0,15901,17.56
2023/01/20,01:00,4962,9406,561,0,67,0,37,-200,0,597,0,0,0,15429,17.46
2023/01/20,02:00,4962,9525,560,0,67,0,42,-122,0,680,0,0,0,15714,16.52
2023/01/20,03:00,4962,9041,577,0,67,0,38,0,219,955,0,0,0,15858,16.02
2023/01/20,04:00,4962,9208,506,0,67,0,36,0,247,743,0,0,0,15769,17
2023/01/20,05:00,4963,9674,497,0,67,0,40,0,210,627,0,0,0,16077,17.59
2023/01/20,06:00,4962,10940,521,0,67,0,46,0,93,1011,0,0,0,17640,19.38
2023/01/20,07:00,4962,11960,969,0,67,97,66,0,252,1208,0,0,0,19582,21.15
2023/01/20,08:00,4963,12270,1799,0,67,929,58,0,330,969,0,0,0,21384,20.92
2023/01/20,09:00,4963,11645,1901,0,67,2146,56,0,201,916,0,0,0,21894,19.51
2023/01/20,10:00,4962,11016,1363,0,67,3089,67,-805,0,1337,0,0,0,21097,17.31
2023/01/20,11:00,4962,10708,750,0,67,3518,77,-497,0,1106,0,0,0,20692,14.88
2023/01/20,12:00,4963,9621,679,0,67,3652,80,-557,0,982,0,0,0,19487,10
2023/01/20,13:00,4963,9892,718,0,67,2809,83,0,238,1165,0,0,0,19935,13.15
2023/01/20,14:00,4963,9623,1089,0,67,1970,80,0,13,1877,0,0,0,19682,17.31
2023/01/20,15:00,4963,10321,1643,0,67,997,96,-85,0,1651,0,0,0,19652,17.71
2023/01/20,16:00,4962,11045,2102,0,67,280,122,0,305,1201,0,0,0,20084,19.58
2023/01/20,17:00,4963,11289,2212,0,67,3,130,0,335,1369,0,0,0,20368,21.69
2023/01/20,18:00,4963,11805,2116,0,67,0,114,0,283,961,0,0,0,20309,21.39
2023/01/20,19:00,4962,11959,1692,0,67,0,124,0,292,681,0,0,0,19778,18.92
2023/01/20,20:00,4962,11695,1001,0,67,0,142,0,287,1043,0,0,0,19197,20.35
2023/01/20,21:00,4962,11344,692,0,67,0,143,0,255,1086,0,0,0,18549,19.27
2023/01/20,22:00,4961,10656,639,0,67,0,130,0,37,1230,0,0,0,17721,18.16
2023/01/20,23:00,4961,9887,635,0,67,0,126,-186,0,1426,0,0,0,16917,17.41
2023/01/21,00:00,4962,8933,474,0,67,0,117,-235,0,1642,0,0,0,15959,17.18
2023/01/21,01:00,4961,8986,431,0,67,0,117,-228,0,1201,0,0,0,15535,17.14
2023/01/21,02:00,4962,9011,427,0,67,0,110,-226,0,1346,0,0,0,15698,17
2023/01/21,03:00,4962,9110,425,0,67,0,107,-229,0,1345,0,0,0,15788,17.12
2023/01/21,04:00,4962,9025,410,0,67,0,81,-229,0,1186,0,0,0,15502,17.02
2023/01/21,05:00,4962,8846,401,0,67,0,54,-252,0,1110,0,0,0,15188,17.28
2023/01/21,06:00,4962,9307,415,0,67,0,59,-113,0,1081,0,0,0,15778,17.36
2023/01/21,07:00,4962,9134,776,0,67,95,66,-103,0,2015,0,0,0,17013,18.82
2023/01/21,08:00,4962,9404,1700,0,67,781,55,-137,0,1720,0,0,0,18552,18.01
2023/01/21,09:00,4963,8918,1832,0,67,1811,48,-386,0,1807,0,0,0,19060,17.37
2023/01/21,10:00,4962,8292,1163,0,67,2569,47,-1673,0,3165,0,0,0,18594,16.58
2023/01/21,11:00,4961,8332,565,0,67,2762,57,-1598,0,3129,0,0,0,18276,12.49
2023/01/21,12:00,4962,7967,542,0,67,2736,71,-2079,0,3354,0,0,0,17620,11.33
2023/01/21,13:00,4961,7905,545,0,67,2646,77,-1968,0,3313,0,0,0,17546,11.87
2023/01/21,14:00,4961,7882,590,0,67,1936,84,-1277,0,3138,0,0,0,17382,12.49
2023/01/21,15:00,4961,8277,1033,0,67,1135,82,-289,0,2103,0,0,0,17370,14.51
2023/01/21,16:00,4961,9115,1621,0,67,351,65,0,121,1525,0,0,0,17827,18.35
2023/01/21,17:00,4961,9832,1937,0,67,5,48,0,145,1881,0,0,0,18876,21
2023/01/21,18:00,4961,9813,1957,0,67,0,39,0,125,2403,0,0,0,19365,21.2
2023/01/21,19:00,4961,9837,1827,0,67,0,42,0,134,2351,0,0,0,19220,20
2023/01/21,20:00,4961,9945,1237,0,67,0,40,0,143,2524,0,0,0,18917,19.68
2023/01/21,21:00,4961,9808,718,0,67,0,34,0,147,2569,0,0,0,18304,19.1
2023/01/21,22:00,4962,8804,569,0,67,0,41,0,124,2756,0,0,0,17323,18.26
2023/01/21,23:00,4962,8954,548,0,67,0,37,0,140,2024,0,0,0,16731,17.59
2023/01/22,00:00,4963,8776,567,0,67,0,30,0,132,1410,0,0,0,15944,17.36
2023/01/22,01:00,4962,8258,631,0,67,0,30,0,134,1312,0,0,0,15394,17.03
2023/01/22,02:00,4963,7987,850,0,67,0,25,0,119,1445,0,0,0,15455,16.5
2023/01/22,03:00,4962,7926,838,0,67,0,32,0,121,1517,0,0,0,15464,17
2023/01/22,04:00,4962,7967,534,0,67,0,24,0,132,1423,0,0,0,15109,17.01
2023/01/22,05:00,4963,7901,469,0,67,0,34,0,147,1258,0,0,0,14840,17.03
2023/01/22,06:00,4962,8485,427,0,67,0,27,0,137,1212,0,0,0,15318,17.18
2023/01/22,07:00,4962,9018,690,0,67,111,21,0,157,1348,0,0,0,16373,17.65
2023/01/22,08:00,4962,8579,962,0,67,1053,29,0,285,1544,0,0,0,17480,16.99
2023/01/22,09:00,4963,7049,1049,0,67,2491,29,0,119,1853,0,0,0,17621,12.55
2023/01/22,10:00,4962,6355,640,0,67,3394,23,-804,0,2625,0,0,0,17262,16
2023/01/22,11:00,4963,6023,495,0,67,3477,19,-1115,0,3109,0,0,0,17039,14.76
2023/01/22,12:00,4963,5720,486,0,67,3216,20,-1191,0,3320,0,0,0,16602,12.76
2023/01/22,13:00,4963,6126,498,0,67,2820,12,-1294,0,2975,0,0,0,16168,10.55
2023/01/22,14:00,4963,6709,551,0,67,2377,15,-1143,0,2292,0,0,0,15831,2.51
2023/01/22,15:00,4963,7543,672,0,67,1240,12,-435,0,1874,0,0,0,15935,2.25
2023/01/22,16:00,4962,7918,1361,0,67,321,11,-17,0,1887,0,0,0,16510,16.68
2023/01/22,17:00,4962,9152,1816,0,67,5,9,0,223,1746,0,0,0,17981,20.04
2023/01/22,18:00,4961,9038,2030,0,67,0,22,0,177,2322,0,0,0,18618,19.32
2023/01/22,19:00,4961,9462,2029,0,67,0,24,0,167,1881,0,0,0,18592,19.13
2023/01/22,20:00,4962,9329,1898,0,67,0,7,0,167,1843,0,0,0,18273,19.06
2023/01/22,21:00,4963,9199,1150,0,67,0,2,0,171,1927,0,0,0,17479,18.17
2023/01/22,22:00,4963,9069,616,0,67,0,1,0,147,1419,0,0,0,16282,17.29
2023/01/22,23:00,4963,8498,521,0,67,0,1,0,96,1254,0,0,0,15401,16.97
2023/01/23,00:00,4963,7837,489,0,67,0,1,-403,0,1472,0,0,0,14426,16.5
2023/01/23,01:00,4963,7839,481,0,67,0,2,-288,0,970,0,0,0,14035,16
2023/01/23,02:00,4963,8083,471,0,67,0,4,-186,0,871,0,0,0,14274,15.58
2023/01/23,03:00,4963,8338,463,0,67,0,8,0,116,585,0,0,0,14540,16.48
2023/01/23,04:00,4963,8255,442,0,67,0,11,0,121,656,0,0,0,14515,17
2023/01/23,05:00,4963,9004,459,0,67,0,9,-38,0,463,0,0,0,14927,17.58
2023/01/23,06:00,4963,10703,542,0,67,0,11,-163,0,553,0,0,0,16675,18.58
2023/01/23,07:00,4963,12086,937,0,67,55,24,-81,0,978,0,0,0,19029,22.83
2023/01/23,08:00,4963,13149,1835,0,67,341,36,0,254,1071,0,0,0,21716,24.06
2023/01/23,09:00,4963,13201,1907,0,67,675,32,0,401,2010,0,0,0,23256,24.56
2023/01/23,10:00,4963,12509,1943,0,67,1133,22,0,199,2179,0,0,0,23016,22.47
2023/01/23,11:00,4963,12249,1294,0,67,1532,9,0,26,2450,0,0,0,22592,22.24
2023/01/23,12:00,4963,12271,1030,0,67,1347,6,-270,0,2053,0,0,0,21466,18.77
2023/01/23,13:00,4963,12250,1084,0,67,1248,13,0,169,2036,0,0,0,21829,19.28
2023/01/23,14:00,4962,12058,1261,0,67,1146,29,0,133,1837,0,0,0,21493,20.57
2023/01/23,15:00,4963,12562,1687,0,67,703,50,0,17,1356,0,0,0,21404,20.27
2023/01/23,16:00,4963,12767,2161,0,67,225,77,0,74,1203,0,0,0,21537,22.04
2023/01/23,17:00,4963,13564,2062,0,67,6,70,0,14,844,0,0,0,21590,23.5
2023/01/23,18:00,4964,13368,2045,0,67,0,79,0,51,745,0,0,0,21320,23.22
2023/01/23,19:00,4964,13239,1908,0,67,0,71,0,67,306,0,0,0,20622,22.43
2023/01/23,20:00,4962,13159,1295,0,67,0,33,0,0,279,0,0,0,19796,20.6
2023/01/23,21:00,4963,12508,1025,0,67,0,36,0,88,425,0,0,0,19112,18.59
2023/01/23,22:00,4962,11220,903,0,67,0,50,0,136,617,0,0,0,17955,17.18
2023/01/23,23:00,4962,10198,818,0,67,0,64,-42,0,875,0,0,0,16942,17.1
2023/01/24,00:00,4963,9166,732,0,67,0,63,-803,0,1526,0,0,0,15715,15.73
2023/01/24,01:00,4963,8963,678,0,67,0,59,-917,0,1546,0,0,0,15358,15.35
2023/01/24,02:00,4962,9212,590,0,67,0,58,-1145,0,1762,0,0,0,15506,13.51
2023/01/24,03:00,4963,9129,586,0,67,0,73,-1189,0,1957,0,0,0,15585,15.37
2023/01/24,04:00,4963,9077,571,0,67,0,83,-1090,0,1805,0,0,0,15476,13.51
2023/01/24,05:00,4962,9566,576,0,67,0,83,-1060,0,1604,0,0,0,15799,17
2023/01/24,06:00,4963,10483,722,0,67,0,53,-219,0,1254,0,0,0,17323,18.4
2023/01/24,07:00,4964,11460,977,0,67,119,48,0,174,1224,0,0,0,19032,20.87
2023/01/24,08:00,4963,12658,1504,0,67,800,59,0,378,521,0,0,0,20950,22.96
2023/01/24,09:00,4964,12506,1694,0,67,1688,94,0,297,876,0,0,0,22185,21.44
2023/01/24,10:00,4963,11525,1634,0,67,2350,113,0,170,1209,0,0,0,22033,18.87
2023/01/24,11:00,4963,11361,1351,0,67,1988,124,0,201,1978,0,0,0,22034,18.32
2023/01/24,12:00,4963,10772,993,0,67,1791,144,-323,0,2829,0,0,0,21236,17
2023/01/24,13:00,4963,10766,974,0,67,2042,159,0,9,2906,0,0,0,21886,18.08
2023/01/24,14:00,4962,11223,1038,0,67,1712,155,0,110,2561,0,0,0,21829,18.32
2023/01/24,15:00,4962,12615,1420,0,67,1098,134,-117,0,1563,0,0,0,21741,20.36
2023/01/24,16:00,4961,14515,1951,0,67,326,94,-16,0,792,0,0,0,22691,25.1
