,,Kyushu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kyushu
2023/05/02,14:00,4153,1271,392,152,351,4745,2,-1348,0,0,-1438,3342,41,8280,0.01
2023/05/02,15:00,4154,1436,399,152,351,4286,2,-981,0,0,-1584,2269,74,8215,0.01
2023/05/02,16:00,4153,1718,448,152,354,3495,1,-498,0,0,-1576,741,47,8247,0.01
2023/05/02,17:00,4145,1822,720,152,356,2050,19,0,24,0,-1124,0,0,8164,7.13
2023/05/02,18:00,4146,2073,1001,152,397,404,29,0,915,0,-874,0,0,8243,15
2023/05/02,19:00,4146,2171,1058,152,422,0,25,0,1012,0,-696,0,0,8290,15.61
2023/05/02,20:00,4152,2203,917,153,422,0,13,0,937,0,-800,0,0,7997,14.81
2023/05/02,21:00,4153,2165,818,153,423,0,13,0,751,0,-840,0,0,7636,14.36
2023/05/02,22:00,4149,2048,652,153,421,0,28,0,645,0,-732,0,0,7364,14.49
2023/05/02,23:00,4151,1993,522,153,425,0,51,0,295,0,-528,0,0,7062,14.24
2023/05/03,00:00,4151,1935,423,153,424,0,57,-35,0,0,-492,0,0,6616,13.26
2023/05/03,01:00,4151,1853,419,153,421,0,74,-3,0,0,-540,0,0,6528,13.24
2023/05/03,02:00,4152,2016,458,153,426,0,68,0,389,0,-764,0,0,6898,13.48
2023/05/03,03:00,4153,2196,774,153,423,0,61,0,580,0,-768,0,0,7572,13.52
2023/05/03,04:00,4151,2091,1019,154,422,0,51,0,673,0,-644,0,0,7917,13.52
2023/05/03,05:00,4152,1874,1029,154,414,35,58,0,631,0,-580,0,0,7767,13.52
2023/05/03,06:00,4154,1547,744,154,375,872,69,0,214,0,-1008,0,0,7121,5.36
2023/05/03,07:00,4153,1436,588,153,358,2631,67,-1066,0,0,-1538,292,0,6782,0.01
2023/05/03,08:00,4155,1364,528,153,358,2687,5,-1442,0,0,-1056,2488,56,6752,0.01
2023/05/03,09:00,4151,1354,437,153,357,2820,2,-1347,0,0,-870,4275,110,7057,0.01
2023/05/03,10:00,4153,1331,402,153,356,2832,3,-1332,0,0,-720,5512,115,7178,0.01
2023/05/03,11:00,4154,1219,406,153,355,3232,3,-1550,0,0,-726,5608,114,7246,0.01
2023/05/03,12:00,4152,1218,380,152,355,3501,3,-1621,0,0,-800,5382,125,7340,0.01
2023/05/03,13:00,4152,1280,379,152,355,2842,3,-1088,0,0,-774,5069,103,7301,0.01
2023/05/03,14:00,4149,1263,391,152,357,2497,3,-771,0,0,-846,3914,95,7195,0.01
2023/05/03,15:00,4152,1425,397,152,356,1986,3,-350,0,0,-936,2324,93,7185,0.01
2023/05/03,16:00,4153,1655,437,152,360,1824,7,0,135,0,-1554,328,56,7169,0.01
2023/05/03,17:00,4145,1795,626,151,360,851,38,0,712,0,-1118,0,0,7560,7.57
2023/05/03,18:00,4147,1920,894,151,395,94,40,0,818,0,-604,0,0,7855,15.08
2023/05/03,19:00,4147,1926,989,151,424,0,50,0,826,0,-616,0,0,7897,15.3
2023/05/03,20:00,4154,1881,922,152,428,0,60,0,736,0,-656,0,0,7677,15.52
2023/05/03,21:00,4153,1992,805,151,427,0,75,0,455,0,-756,0,0,7302,14.32
2023/05/03,22:00,4154,1938,617,152,425,0,75,0,422,0,-740,0,0,7043,13.9
2023/05/03,23:00,4153,1939,535,152,426,0,86,0,177,0,-668,0,0,6800,13.24
2023/05/04,00:00,4153,1776,420,152,425,0,87,-40,0,0,-540,0,0,6433,12.92
2023/05/04,01:00,4152,1779,396,151,424,0,82,-14,0,0,-640,0,0,6330,11.5
2023/05/04,02:00,4151,1912,486,152,427,0,73,0,469,0,-968,0,0,6702,13.21
2023/05/04,03:00,4153,1986,876,152,427,0,71,0,545,0,-944,0,0,7266,14.46
2023/05/04,04:00,4153,2112,1014,152,427,0,76,0,585,0,-926,0,0,7593,15.09
2023/05/04,05:00,4152,2012,955,152,426,4,83,0,324,0,-664,0,0,7444,14.25
2023/05/04,06:00,4151,1842,654,152,414,156,89,0,11,0,-660,0,0,6809,5.4
2023/05/04,07:00,4154,1654,506,152,370,630,83,0,109,0,-1128,0,0,6530,0.01
2023/05/04,08:00,4152,1237,432,152,355,1408,33,-114,0,0,-1020,0,31,6635,0.01
2023/05/04,09:00,4153,1155,404,152,355,2306,25,-1047,0,0,-576,0,89,6927,0.01
2023/05/04,10:00,4153,1322,399,152,354,2625,4,-1670,0,0,-320,569,114,7019,0.01
2023/05/04,11:00,4152,1351,408,151,355,2899,4,-1733,0,0,-370,934,119,7217,0.01
2023/05/04,12:00,4152,1703,381,151,354,1950,4,-1090,0,0,-384,1274,139,7221,0.01
2023/05/04,13:00,4152,1629,381,151,356,1976,4,-907,0,0,-560,454,146,7182,0.01
2023/05/04,14:00,4150,1868,388,151,355,1615,4,-315,0,0,-1136,0,154,7080,0.01
2023/05/04,15:00,4153,2191,398,151,359,924,63,0,688,0,-1678,0,88,7249,0.01
2023/05/04,16:00,4154,2491,433,151,359,513,71,0,881,0,-1694,0,72,7359,0.02
2023/05/04,17:00,4154,2398,719,151,395,222,158,0,242,0,-672,0,0,7767,12.29
2023/05/04,18:00,4147,2689,1013,151,424,27,165,0,113,0,-792,0,0,7937,15.66
2023/05/04,19:00,4149,2796,1011,151,428,0,177,0,127,0,-924,0,0,7915,15.72
2023/05/04,20:00,4150,2730,895,151,428,0,165,0,135,0,-992,0,0,7662,14.8
2023/05/04,21:00,4155,2609,730,151,428,0,177,0,85,0,-1000,0,0,7335,14.38
2023/05/04,22:00,4153,2485,679,151,428,0,193,-16,0,0,-994,0,0,7079,13.75
2023/05/04,23:00,4153,2354,627,151,428,0,199,-12,0,0,-1084,0,0,6816,13.97
2023/05/05,00:00,4154,2208,516,151,429,0,192,-12,0,0,-1148,0,0,6490,12.87
2023/05/05,01:00,4153,1999,485,151,426,0,209,-16,0,0,-1056,0,0,6351,10.95
2023/05/05,02:00,4152,2339,511,151,428,0,206,0,38,0,-1096,0,0,6729,13.61
2023/05/05,03:00,4153,2397,832,151,426,0,189,0,260,0,-1136,0,0,7272,14.81
2023/05/05,04:00,4152,2450,1000,151,421,0,208,0,370,0,-1182,0,0,7570,15.91
2023/05/05,05:00,4153,2332,999,151,424,10,220,0,240,0,-1122,0,0,7407,14.13
2023/05/05,06:00,4153,1975,701,151,401,339,234,-2,0,0,-1182,0,0,6770,8.34
2023/05/05,07:00,4155,1586,571,151,357,1222,252,-255,0,0,-1504,0,0,6535,0.01
2023/05/05,08:00,4153,1357,458,151,354,2624,237,-1108,0,0,-1558,0,0,6668,0.01
2023/05/05,09:00,4157,1275,416,151,356,3650,261,-1727,0,0,-1494,736,0,7045,0.01
2023/05/05,10:00,4152,1326,412,149,356,3501,261,-1718,0,0,-1132,1954,0,7307,0.01
2023/05/05,11:00,4153,1527,416,149,354,2791,253,-1308,0,0,-852,2558,0,7483,0.01
2023/05/05,12:00,4152,1720,394,149,352,2040,243,-457,0,0,-1128,2645,0,7465,0.01
2023/05/05,13:00,4150,1877,392,149,357,2416,247,-617,0,0,-1484,1572,0,7487,0.01
2023/05/05,14:00,4149,1967,393,149,353,2574,225,-795,0,0,-1698,486,0,7317,0.01
2023/05/05,15:00,4152,2130,420,149,353,2405,228,-773,0,0,-1670,70,0,7394,0.01
2023/05/05,16:00,4150,2454,533,149,355,1541,230,-330,0,0,-1678,0,0,7404,0.51
2023/05/05,17:00,4146,2867,832,149,390,669,219,0,88,0,-1576,0,0,7784,12.91
2023/05/05,18:00,4146,3095,1021,149,421,131,238,0,193,0,-1348,0,0,8046,16.05
2023/05/05,19:00,4149,3338,1013,149,425,1,244,0,367,0,-1576,0,0,8110,17.01
2023/05/05,20:00,4154,3288,937,149,423,0,260,0,77,0,-1458,0,0,7830,14.67
2023/05/05,21:00,4154,3139,839,149,423,0,258,-7,0,0,-1454,0,0,7501,14.61
2023/05/05,22:00,4153,2947,654,149,426,0,265,0,4,0,-1376,0,0,7222,14.26
2023/05/05,23:00,4152,2734,573,149,425,0,280,-37,0,0,-1338,0,0,6938,12.98
2023/05/06,00:00,4153,2553,483,149,423,0,281,-260,0,0,-1208,0,0,6574,9.17
2023/05/06,01:00,4153,2411,470,149,421,0,277,-317,0,0,-1168,0,0,6396,7.65
2023/05/06,02:00,4151,2648,611,149,422,0,269,-147,0,0,-1386,0,0,6717,9.79
2023/05/06,03:00,4151,2917,924,149,425,0,271,0,0,0,-1542,0,0,7295,12.27
2023/05/06,04:00,4154,3110,1027,149,427,0,267,0,0,0,-1560,0,0,7574,12.83
2023/05/06,05:00,4152,2964,949,149,425,11,253,-4,0,0,-1484,0,0,7415,10.82
2023/05/06,06:00,4154,2578,730,149,426,205,257,-103,0,0,-1526,0,0,6870,9.41
2023/05/06,07:00,4152,2315,609,149,426,473,260,-241,0,0,-1292,0,0,6851,7.59
2023/05/06,08:00,4153,2149,601,149,422,828,250,-120,0,0,-1194,0,0,7238,7.65
2023/05/06,09:00,4154,2221,507,148,423,1100,241,-88,0,0,-1000,0,0,7706,8.23
2023/05/06,10:00,4151,2163,483,148,423,1198,246,-51,0,0,-876,0,0,7885,8.59
2023/05/06,11:00,4152,2328,492,144,423,1202,229,-143,0,0,-888,0,0,7939,10.02
2023/05/06,12:00,4150,2312,489,136,425,1148,218,-21,0,0,-844,0,0,8013,9.54
2023/05/06,13:00,4149,2183,530,136,425,1304,195,-306,0,0,-792,0,0,7824,11.22
2023/05/06,14:00,4147,2464,667,136,423,1180,167,-89,0,0,-1340,0,0,7755,14.67
2023/05/06,15:00,4148,2660,703,136,428,966,163,-7,0,0,-1350,0,0,7847,14.34
2023/05/06,16:00,4149,2994,835,135,427,561,180,-23,0,0,-1304,0,0,7954,14.83
2023/05/06,17:00,4144,3514,939,135,426,223,194,0,25,0,-1376,0,0,8224,14.97
2023/05/06,18:00,4143,3613,1036,134,428,42,186,0,146,0,-1390,0,0,8338,15.38
2023/05/06,19:00,4146,3472,1083,135,425,0,212,0,55,0,-1258,0,0,8270,15.25
2023/05/06,20:00,4152,3255,1054,135,426,0,224,0,12,0,-1348,0,0,7910,14.84
2023/05/06,21:00,4151,2920,1011,134,428,0,239,-5,0,0,-1336,0,0,7542,14.07
2023/05/06,22:00,4151,2786,825,134,425,0,221,0,26,0,-1238,0,0,7330,11.66
2023/05/06,23:00,4150,2583,806,135,423,0,206,0,22,0,-1248,0,0,7077,10.28
2023/05/07,00:00,4151,2390,764,136,425,0,162,-14,0,0,-1328,0,0,6686,7.65
2023/05/07,01:00,4145,2340,748,136,422,0,127,-143,0,0,-1248,0,0,6527,8.41
2023/05/07,02:00,4147,2599,852,137,425,0,101,-9,0,0,-1454,0,0,6798,10.2
2023/05/07,03:00,4146,2782,1045,138,424,0,85,0,245,0,-1514,0,0,7351,11.73
2023/05/07,04:00,4147,2785,1043,137,420,0,92,0,531,0,-1458,0,0,7697,12.86
2023/05/07,05:00,4151,2665,1027,137,423,1,83,0,306,0,-1288,0,0,7505,11.81
2023/05/07,06:00,4151,2324,968,137,426,94,78,-79,0,0,-1238,0,0,6861,8.61
2023/05/07,07:00,4151,2262,902,137,424,321,77,-240,0,0,-1330,0,0,6704,8.47
2023/05/07,08:00,4151,2285,802,137,422,499,94,0,228,0,-1518,0,0,7100,10.81
2023/05/07,09:00,4152,2209,703,136,422,597,128,0,484,0,-1298,0,0,7533,11.54
2023/05/07,10:00,4151,2216,673,136,424,790,149,0,434,0,-1324,0,0,7649,10.79
2023/05/07,11:00,4150,2294,672,136,425,912,181,0,490,0,-1520,0,0,7740,12.44
2023/05/07,12:00,4151,2515,674,136,428,846,214,0,285,0,-1412,0,0,7837,12.22
2023/05/07,13:00,4147,2693,679,136,424,673,261,0,58,0,-1290,0,0,7781,10.69
2023/05/07,14:00,4150,2784,678,136,424,528,281,-16,0,0,-1262,0,0,7703,10.65
2023/05/07,15:00,4141,2772,705,136,427,409,306,0,64,0,-1188,0,0,7772,10.33
2023/05/07,16:00,4143,2700,854,142,428,313,291,0,185,0,-1160,0,0,7896,9.58
2023/05/07,17:00,4138,2856,1022,150,426,122,255,0,422,0,-1064,0,0,8327,10.09
2023/05/07,18:00,4141,2857,1059,151,423,17,219,0,691,0,-1050,0,0,8508,10.86
2023/05/07,19:00,4144,2645,1077,151,423,0,197,0,717,0,-996,0,0,8358,11.7
2023/05/07,20:00,4153,2565,1058,151,420,0,186,0,761,0,-1204,0,0,8090,11.56
2023/05/07,21:00,4153,2509,1028,151,418,0,211,0,486,0,-1272,0,0,7684,10.99
2023/05/07,22:00,4154,2540,938,151,422,0,231,0,346,0,-1410,0,0,7372,9.66
2023/05/07,23:00,4154,2552,932,152,423,0,226,-32,0,0,-1328,0,0,7079,7.65
2023/05/08,00:00,4153,2615,917,152,420,0,251,-458,0,0,-1342,0,0,6708,8.77
2023/05/08,01:00,4152,2455,944,152,421,0,274,-490,0,0,-1354,0,0,6554,8.95
2023/05/08,02:00,4152,2408,998,152,421,0,278,-72,0,0,-1378,0,0,6959,9.84
2023/05/08,03:00,4153,2515,1093,152,423,0,283,0,573,0,-1594,0,0,7598,12.38
2023/05/08,04:00,4152,2602,1129,152,420,0,266,0,756,0,-1454,0,0,8023,12.88
2023/05/08,05:00,4153,2555,1094,153,417,30,269,0,761,0,-1326,0,0,8106,12.74
2023/05/08,06:00,4154,2318,1043,153,391,651,250,0,331,0,-1452,0,0,7839,8.35
2023/05/08,07:00,4154,2090,1019,152,350,1905,215,-475,0,0,-1636,168,0,7774,0.01
2023/05/08,08:00,4154,2077,983,152,347,2877,26,-363,0,0,-2054,1178,166,8199,0.01
2023/05/08,09:00,4154,1998,946,152,350,3834,5,-502,0,0,-2184,2300,209,8753,0.01
2023/05/08,10:00,4153,2032,904,153,349,4239,5,-802,0,0,-2238,3450,206,8795,0.01
2023/05/08,11:00,4153,2069,829,152,349,4575,4,-937,0,0,-2234,4417,197,8960,0.01
2023/05/08,12:00,4153,2119,823,152,351,4325,5,-1197,0,0,-2134,4675,228,8597,0.01
2023/05/08,13:00,4155,2264,832,150,351,4545,5,-1251,0,0,-2198,3710,207,8853,0.01
2023/05/08,14:00,4152,2144,896,148,350,4422,4,-1083,0,0,-2252,2424,213,8781,0.01
2023/05/08,15:00,4152,2223,895,148,350,4267,30,-1094,0,0,-2198,1290,169,8773,0.01
2023/05/08,16:00,4152,2459,937,148,354,3521,75,-904,0,0,-2190,346,120,8552,3.77
2023/05/08,17:00,4155,2748,1115,148,393,1839,161,-239,0,0,-1606,0,0,8714,9.14
2023/05/08,18:00,4149,3403,1230,149,420,435,163,0,382,0,-1506,0,0,8825,14.73
2023/05/08,19:00,4150,3595,1230,149,420,1,158,0,507,0,-1216,0,0,8994,14.83
2023/05/08,20:00,4147,3314,1230,149,419,0,154,0,406,0,-1174,0,0,8645,13.92
2023/05/08,21:00,4154,3121,1197,149,419,0,155,0,417,0,-1304,0,0,8308,10.86
2023/05/08,22:00,4157,3144,1032,149,420,0,144,0,256,0,-1372,0,0,7930,10.11
2023/05/08,23:00,4154,3012,994,149,423,0,123,0,193,0,-1444,0,0,7604,9.21
2023/05/09,00:00,4153,2608,1013,149,421,0,104,0,21,0,-1350,0,0,7119,8.97
2023/05/09,01:00,4153,2398,985,150,417,0,88,-29,0,0,-1180,0,0,6982,9.32
2023/05/09,02:00,4154,2669,1007,150,420,0,75,0,287,0,-1404,0,0,7358,10.12
2023/05/09,03:00,4153,3256,1104,150,420,0,71,0,636,0,-1762,0,0,8028,10.79
2023/05/09,04:00,4153,3404,1174,150,419,0,81,0,800,0,-1716,0,0,8465,11.82
2023/05/09,05:00,4153,3222,1151,150,421,54,91,0,916,0,-1632,0,0,8526,11.5
2023/05/09,06:00,4156,2504,1055,150,416,1067,79,0,246,0,-1442,0,0,8231,8.83
2023/05/09,07:00,4157,2143,1020,145,367,2980,66,-975,0,0,-1920,231,0,7983,0.06
2023/05/09,08:00,4154,2141,990,138,341,3854,46,-1321,0,0,-2064,1706,0,8279,0.01
2023/05/09,09:00,4132,2160,978,141,340,4518,36,-1262,0,0,-2142,3251,0,8901,0.01
2023/05/09,10:00,4064,2187,888,142,338,4819,32,-1208,0,0,-2174,4329,0,9088,0.01
2023/05/09,11:00,4081,2054,847,142,339,4973,32,-1045,0,0,-2232,4836,0,9191,0.01
2023/05/09,12:00,4108,2158,828,136,340,4436,38,-992,0,0,-2114,5636,0,8938,0.01
2023/05/09,13:00,4140,2119,795,149,340,4644,40,-877,0,0,-2198,4864,0,9152,0.01
2023/05/09,14:00,4154,2130,804,149,339,4551,31,-782,0,0,-2232,3989,0,9144,0.01
2023/05/09,15:00,4153,2247,899,150,340,3925,25,-532,0,0,-2192,2839,0,9015,0.01
2023/05/09,16:00,4155,2418,938,150,342,3698,19,-492,0,0,-2168,776,0,9060,0.01
2023/05/09,17:00,4148,2692,985,149,379,2150,25,-3,0,0,-1566,0,0,8959,11.73
2023/05/09,18:00,4151,2912,1129,154,405,497,18,0,946,0,-1254,0,0,8958,15.87
2023/05/09,19:00,4147,3216,1105,154,408,3,13,0,1327,0,-1378,0,0,8995,15.9
2023/05/09,20:00,4157,3136,1013,154,408,0,10,0,1237,0,-1462,0,0,8653,15.5
2023/05/09,21:00,4155,3199,947,154,409,0,12,0,923,0,-1528,0,0,8271,12.32
2023/05/09,22:00,4154,3172,927,154,406,0,10,0,503,0,-1376,0,0,7950,10.59
2023/05/09,23:00,4155,3124,924,155,409,0,8,0,208,0,-1384,0,0,7599,10.4
2023/05/10,00:00,4153,3032,905,155,409,0,8,-36,0,0,-1452,0,0,7174,10.34
2023/05/10,01:00,4152,2872,949,155,405,0,8,-22,0,0,-1494,0,0,7025,10.02
2023/05/10,02:00,4154,3344,1132,155,405,0,7,-12,0,0,-1770,0,0,7415,10.33
2023/05/10,03:00,4153,3749,1171,155,403,0,5,0,292,0,-1860,0,0,8068,12.58
2023/05/10,04:00,4151,3774,1192,155,401,0,5,0,654,0,-1824,0,0,8508,13.69
2023/05/10,05:00,4153,3034,1128,155,404,83,4,0,997,0,-1434,0,0,8524,14.08
2023/05/10,06:00,4155,2432,991,155,402,1122,4,0,278,0,-1396,0,0,8143,9.86
2023/05/10,07:00,4154,2214,922,155,352,2805,4,-884,0,0,-1940,0,0,7782,0.01
2023/05/10,08:00,4154,2300,837,155,336,3792,1,-1292,0,0,-2010,1434,0,8273,0.01
2023/05/10,09:00,4155,2244,762,154,337,4222,0,-839,0,0,-2158,3006,0,8877,0.01
2023/05/10,10:00,4154,2231,720,155,336,4933,0,-1186,0,0,-2256,3760,0,9087,0.01
2023/05/10,11:00,4156,2294,707,154,339,5134,1,-1297,0,0,-2220,4334,0,9268,0.01
2023/05/10,12:00,4160,2153,661,149,339,4867,3,-1284,0,0,-2156,4682,0,8892,0.01
2023/05/10,13:00,4156,2246,695,152,337,5112,5,-1292,0,0,-2214,3966,0,9197,0.01
2023/05/10,14:00,4156,2271,705,152,338,5142,5,-1273,0,0,-2220,3068,0,9276,0.01
2023/05/10,15:00,4156,2295,757,153,337,4907,4,-1217,0,0,-2156,1622,0,9236,0.01
2023/05/10,16:00,4156,2304,812,152,348,4173,3,-774,0,0,-1968,126,0,9206,3.83
2023/05/10,17:00,4148,2674,982,152,397,2142,2,0,169,0,-1646,0,0,9020,11.12
2023/05/10,18:00,4150,3060,1171,151,405,498,5,0,883,0,-1290,0,0,9033,15.13
2023/05/10,19:00,4144,3381,1174,151,405,3,9,0,1144,0,-1356,0,0,9055,15.64
2023/05/10,20:00,4147,3161,1196,154,405,0,7,0,906,0,-1274,0,0,8702,14.56
2023/05/10,21:00,4147,3161,1117,154,404,0,7,0,773,0,-1444,0,0,8319,13.7
2023/05/10,22:00,4151,3132,1057,154,404,0,6,0,539,0,-1534,0,0,7909,10.67
2023/05/10,23:00,4153,3321,947,154,408,0,7,0,311,0,-1596,0,0,7705,10.26
2023/05/11,00:00,4153,3125,798,154,408,0,9,-17,0,0,-1382,0,0,7248,9.63
2023/05/11,01:00,4155,2993,841,154,406,0,11,-31,0,0,-1454,0,0,7075,9.29
2023/05/11,02:00,4153,3398,933,154,407,0,7,0,67,0,-1692,0,0,7427,9.95
2023/05/11,03:00,4153,3618,1136,154,408,0,9,0,376,0,-1804,0,0,8050,11.83
2023/05/11,04:00,4156,3555,1142,154,407,0,14,0,773,0,-1782,0,0,8419,13.05
2023/05/11,05:00,4154,3136,1132,154,405,67,15,0,954,0,-1626,0,0,8391,11.91
2023/05/11,06:00,4155,2452,944,154,399,1042,19,0,456,0,-1626,0,0,7995,8.07
2023/05/11,07:00,4154,2174,834,154,351,3033,19,-1058,0,0,-1906,0,0,7755,0.01
2023/05/11,08:00,4154,2054,712,143,337,4297,20,-1359,0,0,-2082,985,0,8276,0.01
2023/05/11,09:00,4154,2183,674,140,334,4923,16,-1359,0,0,-2154,2341,0,8911,0.01
2023/05/11,10:00,4153,2313,618,140,334,4534,7,-830,0,0,-2134,3974,0,9135,0.01
2023/05/11,11:00,4152,2188,611,139,335,4835,9,-682,0,0,-2244,4143,0,9343,0.01
2023/05/11,12:00,4153,2229,608,139,336,4636,13,-931,0,0,-2120,4013,0,9063,0.01
2023/05/11,13:00,4152,2273,612,139,330,4832,18,-811,0,0,-2222,2994,0,9323,0.01
2023/05/11,14:00,4153,2282,592,139,332,4582,24,-547,0,0,-2200,1900,0,9357,0.01
2023/05/11,15:00,4153,2310,675,140,332,4297,22,-542,0,0,-2192,445,0,9195,0.01
2023/05/11,16:00,4151,2596,758,140,337,3234,18,-171,0,0,-1940,0,0,9123,4.14
2023/05/11,17:00,4145,3201,976,141,374,1613,8,0,296,0,-1694,0,0,9060,9.29
2023/05/11,18:00,4144,3876,1137,150,401,403,9,0,728,0,-1736,0,0,9112,15.48
2023/05/11,19:00,4146,4148,1196,154,404,2,10,0,744,0,-1728,0,0,9076,15.01
2023/05/11,20:00,4151,4189,1133,154,401,0,9,0,547,0,-1894,0,0,8690,13.74
2023/05/11,21:00,4152,4099,1090,154,401,0,15,0,189,0,-1772,0,0,8328,12.04
2023/05/11,22:00,4153,3777,1004,154,400,0,14,-1,0,0,-1488,0,0,8013,10.68
2023/05/11,23:00,4152,3421,899,154,401,0,14,0,0,0,-1328,0,0,7713,10.67
2023/05/12,00:00,4155,3140,759,153,401,0,10,-18,0,0,-1360,0,0,7240,10.02
2023/05/12,01:00,4154,3066,720,153,401,0,8,-19,0,0,-1408,0,0,7075,9.63
2023/05/12,02:00,4154,3369,827,153,404,0,5,-19,0,0,-1468,0,0,7425,9.28
2023/05/12,03:00,4152,3714,1074,153,405,0,8,0,74,0,-1574,0,0,8006,9.86
2023/05/12,04:00,4155,3669,1144,153,400,0,9,0,460,0,-1568,0,0,8422,10.35
2023/05/12,05:00,4155,3065,1124,153,403,72,13,0,946,0,-1528,0,0,8403,10.9
2023/05/12,06:00,4155,2400,1007,153,394,1061,17,0,437,0,-1554,0,0,8070,9.13
2023/05/12,07:00,4153,2055,808,154,354,2891,10,-915,0,0,-1640,0,0,7870,0.01
2023/05/12,08:00,4154,2152,659,154,338,4055,5,-1235,0,0,-2006,907,0,8276,0.01
2023/05/12,09:00,4154,2183,611,154,339,4476,6,-843,0,0,-2078,2148,0,9002,0.01
2023/05/12,10:00,4154,2103,555,152,335,4963,11,-962,0,0,-2088,2561,0,9223,0.01
2023/05/12,11:00,4153,2044,521,154,339,5594,14,-1305,0,0,-2078,2832,0,9436,0.01
2023/05/12,12:00,4155,2135,519,153,335,5197,26,-1432,0,0,-1912,3138,0,9176,0.01
2023/05/12,13:00,4153,2210,519,152,336,5442,28,-1222,0,0,-2126,1891,0,9492,0.01
2023/05/12,14:00,4154,2539,494,152,337,4615,25,-952,0,0,-1890,886,0,9474,0.01
2023/05/12,15:00,4153,2866,558,152,338,3429,29,-763,0,0,-1564,143,0,9198,0.51
2023/05/12,16:00,4151,3414,644,153,352,2039,44,-300,0,0,-1334,0,0,9163,7.07
2023/05/12,17:00,4148,3641,988,153,397,852,37,-100,0,0,-1074,0,0,9042,10.75
2023/05/12,18:00,4146,4332,1147,153,402,176,45,0,149,0,-1430,0,0,9120,14.28
2023/05/12,19:00,4144,4404,1163,154,402,5,46,0,159,0,-1420,0,0,9057,13.08
2023/05/12,20:00,4149,4275,1123,154,401,0,35,0,54,0,-1460,0,0,8731,11.6
2023/05/12,21:00,4150,3889,1094,154,401,0,28,0,0,0,-1424,0,0,8292,10.95
2023/05/12,22:00,4151,3846,911,153,402,0,37,0,24,0,-1504,0,0,8020,9.36
2023/05/12,23:00,4151,3751,729,152,404,0,41,-6,0,0,-1498,0,0,7724,8.97
2023/05/13,00:00,4151,3252,684,152,404,0,45,-12,0,0,-1420,0,0,7256,9.66
2023/05/13,01:00,4149,3068,694,153,401,0,48,-15,0,0,-1470,0,0,7028,8.84
2023/05/13,02:00,4076,3548,727,153,405,0,70,-26,0,0,-1640,0,0,7313,9.6
2023/05/13,03:00,3893,4062,1032,153,403,0,79,0,0,0,-1752,0,0,7870,10.47
2023/05/13,04:00,3799,4356,1110,152,400,0,88,0,0,0,-1746,0,0,8159,10.29
2023/05/13,05:00,3726,4150,1098,152,399,7,100,-16,0,0,-1624,0,0,7992,9.99
2023/05/13,06:00,3620,3393,912,152,401,161,132,-29,0,0,-1270,0,0,7472,5.6
2023/05/13,07:00,3414,3246,805,152,389,450,162,-353,0,0,-848,0,0,7417,5.3
2023/05/13,08:00,3327,3730,804,154,382,603,161,-7,0,0,-1310,0,0,7844,7.33
2023/05/13,09:00,3233,3397,722,153,379,1015,144,-16,0,0,-896,0,0,8131,7.23
2023/05/13,10:00,3232,3152,638,152,382,1407,169,-11,0,0,-986,0,0,8135,5.69
2023/05/13,11:00,3232,3211,608,151,383,1364,194,-3,0,0,-920,0,0,8220,5.6
2023/05/13,12:00,3234,3463,614,152,385,1399,188,0,5,0,-1402,0,0,8038,6.47
2023/05/13,13:00,3231,3660,598,153,384,1284,180,0,9,0,-1410,0,0,8089,8.66
2023/05/13,14:00,3233,3783,628,152,382,1095,188,0,142,0,-1504,0,0,8099,8.99
2023/05/13,15:00,3231,4012,651,151,382,854,153,0,238,0,-1536,0,0,8136,8.35
2023/05/13,16:00,3233,3876,844,152,383,584,134,0,396,0,-1356,0,0,8246,13.24
2023/05/13,17:00,3229,3913,1099,151,381,249,112,0,735,0,-1496,0,0,8373,13.8
2023/05/13,18:00,3229,4052,1128,151,382,60,86,0,1063,0,-1570,0,0,8581,14.09
2023/05/13,19:00,3228,3989,1144,151,377,1,61,0,993,0,-1454,0,0,8490,12.64
2023/05/13,20:00,3232,4059,1140,151,378,0,61,0,804,0,-1632,0,0,8193,10.99
2023/05/13,21:00,3234,3962,1089,151,377,0,50,0,548,0,-1548,0,0,7863,11
2023/05/13,22:00,3231,3901,939,151,377,0,37,0,428,0,-1516,0,0,7548,9.3
2023/05/13,23:00,3232,3768,847,151,380,0,28,0,207,0,-1300,0,0,7313,5.6
2023/05/14,00:00,3231,3751,820,151,381,0,11,-23,0,0,-1466,0,0,6856,9.34
2023/05/14,01:00,3230,3628,862,151,380,0,13,-20,0,0,-1502,0,0,6742,8
2023/05/14,02:00,3233,3760,926,151,381,0,11,0,154,0,-1550,0,0,7066,10.09
2023/05/14,03:00,3229,3923,1091,152,383,0,10,0,460,0,-1582,0,0,7666,10.49
2023/05/14,04:00,3231,3806,1110,152,381,0,7,0,849,0,-1592,0,0,7944,10
2023/05/14,05:00,3232,3319,1097,153,375,31,6,0,1087,0,-1508,0,0,7792,9.83
2023/05/14,06:00,3231,2495,964,153,351,574,12,0,545,0,-1340,0,0,6985,3.31
